"","Word","Length","LgSUBTLWF","Ortho_N","Phono_N","NPhon","NSyll","Dom_PoS_SUBTLEX"
"141","gun",3,4.04,13,24,3,1,"Noun"
"142","sword",5,3.13,2,18,4,1,"Noun"
"143","bodies",6,3.23,2,3,5,2,"Noun"
"144","flat",4,3.13,11,12,4,1,"Noun"
"145","bow",3,3.01,18,35,2,1,"Noun"
"146","member",6,3.17,0,0,5,2,"Noun"
"147","hour",4,3.92,7,13,2,1,"Noun"
"148","way",3,4.86,18,22,2,1,"Noun"
"149","soul",4,3.59,5,30,3,1,"Noun"
"150","track",5,3.45,6,8,4,1,"Noun"
"151","wind",4,3.48,12,14,4,1,"Noun"
"152","alarm",5,3.18,0,0,5,2,"Noun"
"153","cheese",6,3.3,0,24,3,1,"Noun"
"154","hell",4,4.38,16,35,3,1,"Noun"
"155","prize",5,3.06,3,12,4,1,"Noun"
"156","wedding",7,3.71,3,16,5,2,"Noun"
"157","firm",4,3.26,4,12,3,1,"Noun"
"158","snake",5,3.06,5,9,4,1,"Noun"
"159","ally",4,3.22,1,8,3,2,"Noun"
"160","plate",5,3.12,5,13,4,1,"Noun"
"161","tea",3,3.48,7,27,2,1,"Noun"
"162","wound",5,3.13,8,13,4,1,"Noun"
"163","glass",5,3.49,3,5,4,1,"Noun"
"164","dreams",6,3.52,3,5,5,1,"Noun"
"165","stone",5,3.32,8,12,4,1,"Noun"
"166","signal",6,3.28,0,0,5,2,"Noun"
"167","neck",4,3.48,5,14,3,1,"Noun"
"168","farm",4,3.19,6,5,4,1,"Noun"
"169","pleasure",8,3.61,0,0,5,2,"Noun"
"170","tower",5,3.07,10,16,3,1,"Noun"
"171","killer",6,3.51,4,16,4,2,"Noun"
"172","career",6,3.36,3,0,5,2,"Noun"
"173","shot",4,4.06,11,22,3,1,"Noun"
"174","field",5,3.55,3,20,4,1,"Noun"
"175","pot",3,3.06,17,30,3,1,"Noun"
"176","world",5,4.37,1,10,4,1,"Noun"
"177","boy",3,4.43,15,17,2,1,"Noun"
"178","power",5,3.88,9,19,3,1,"Noun"
"179","grade",5,3.17,8,18,4,1,"Noun"
"180","shadow",6,3.03,0,2,4,2,"Noun"
"181","songs",5,3.05,4,5,4,1,"Noun"
"182","mile",4,3.03,21,28,3,1,"Noun"
"183","station",7,3.61,0,0,5,2,"Noun"
"184","sale",4,3.11,19,40,3,1,"Noun"
"185","miss",4,4.38,8,22,3,1,"Noun"
"186","apple",5,3.08,2,4,3,2,"Noun"
"187","bullet",6,3.29,3,2,5,2,"Noun"
"188","post",4,3.22,12,16,4,1,"Noun"
"189","hair",4,3.89,5,32,3,1,"Noun"
"190","sight",5,3.36,8,30,3,1,"Noun"
"191","ticket",6,3.37,4,1,5,2,"Noun"
"192","fact",4,3.94,5,11,4,1,"Noun"
"193","bike",4,3.12,9,22,3,1,"Noun"
"194","pride",5,3.15,5,14,4,1,"Noun"
"195","meal",4,3.17,12,33,3,1,"Noun"
"196","hat",3,3.52,20,33,3,1,"Noun"
"197","channel",7,3.1,1,5,4,2,"Noun"
"198","pen",3,3.1,19,25,3,1,"Noun"
"199","day",3,4.61,16,25,2,1,"Noun"
"200","steps",5,3.1,3,2,5,1,"Noun"
"201","golf",4,3.11,4,2,4,1,"Noun"
"202","grave",5,3.13,9,16,4,1,"Noun"
"203","list",4,3.61,12,22,4,1,"Noun"
"204","ride",4,3.84,15,41,3,1,"Noun"
"205","guest",5,3.31,2,16,4,1,"Noun"
"206","murder",6,3.76,0,9,4,2,"Noun"
"207","past",4,3.8,14,20,4,1,"Noun"
"208","bay",3,3.09,19,29,2,1,"Noun"
"209","picture",7,3.85,0,0,5,2,"Noun"
"210","city",4,3.94,2,12,4,2,"Noun"
"211","shock",5,3.17,6,25,3,1,"Noun"
"212","chip",4,3.02,8,22,3,1,"Noun"
"213","taxi",4,3.12,1,3,5,2,"Noun"
"214","spring",6,3.2,5,8,5,1,"Noun"
"215","girl",4,4.45,2,15,3,1,"Noun"
"216","luck",4,3.89,11,23,3,1,"Noun"
"217","island",6,3.31,1,0,5,2,"Noun"
"218","earth",5,3.71,0,7,2,1,"Noun"
"219","eggs",4,3.29,0,5,3,1,"Noun"
"220","news",4,3.92,4,23,3,1,"Noun"
"221","shape",5,3.19,6,14,3,1,"Noun"
"222","spot",4,3.5,7,11,4,1,"Noun"
"223","heaven",6,3.46,3,5,4,2,"Noun"
"224","test",4,3.63,13,18,4,1,"Noun"
"225","dude",4,3.71,7,29,3,1,"Noun"
"226","path",4,3.1,7,16,3,1,"Noun"
"227","pipe",4,3,6,17,3,1,"Noun"
"228","duty",4,3.42,1,11,4,2,"Noun"
"229","money",5,4.51,3,19,4,2,"Noun"
"230","phone",5,4.14,3,27,3,1,"Noun"
"231","foot",4,3.52,11,10,3,1,"Noun"
"232","hole",4,3.47,13,37,3,1,"Noun"
"233","knife",5,3.38,0,9,3,1,"Noun"
"234","address",7,3.43,0,0,5,2,"Noun"
"235","drama",5,3.01,0,0,5,2,"Noun"
"236","square",6,3.21,1,1,5,1,"Noun"
"237","study",5,3.4,1,6,5,2,"Noun"
"238","jail",4,3.56,11,31,3,1,"Noun"
"239","matters",7,3.23,5,12,5,2,"Noun"
"240","photos",6,3.01,1,0,5,2,"Noun"
"241","police",6,4.08,2,1,5,2,"Noun"
"242","mate",4,3.17,22,39,3,1,"Noun"
"243","river",5,3.45,7,8,4,2,"Noun"
"244","wing",4,3.01,10,20,3,1,"Noun"
"245","garage",6,3.14,0,1,5,2,"Noun"
"246","baby",4,4.41,1,4,4,2,"Noun"
"247","balls",5,3.31,10,21,4,1,"Noun"
"248","book",4,3.96,13,20,3,1,"Noun"
"249","gas",3,3.54,8,16,3,1,"Noun"
"250","club",4,3.7,1,3,4,1,"Noun"
"251","fever",5,3.01,4,8,4,2,"Noun"
"252","supper",6,3,0,6,4,2,"Noun"
"253","trouble",7,4.06,0,3,5,2,"Noun"
"254","knowledge",9,3.11,0,1,5,2,"Noun"
"255","lines",5,3.29,16,23,4,1,"Noun"
"256","tank",4,3.12,11,12,4,1,"Noun"
"257","school",6,4.23,0,9,4,1,"Noun"
"258","noise",5,3.25,4,10,3,1,"Noun"
"259","plane",5,3.69,5,10,4,1,"Noun"
"260","trunk",5,3,2,1,5,1,"Noun"
"261","shower",6,3.32,2,14,3,1,"Noun"
"262","king",4,3.82,8,16,3,1,"Noun"
"263","law",3,3.77,12,15,2,1,"Noun"
"264","table",5,3.73,4,6,4,2,"Noun"
"265","sister",6,3.96,3,3,5,2,"Noun"
"266","machine",7,3.55,0,0,5,2,"Noun"
"267","race",4,3.5,14,26,3,1,"Noun"
"268","lord",4,3.85,7,23,4,1,"Noun"
"269","angel",5,3.6,1,0,5,2,"Noun"
"270","weeks",5,3.82,2,10,4,1,"Noun"
"271","cow",3,3.11,18,15,2,1,"Noun"
"272","clock",5,3.48,8,13,4,1,"Noun"
"273","game",4,4.08,13,19,3,1,"Noun"
"274","class",5,3.78,8,11,4,1,"Noun"
"275","sport",5,3.01,5,2,5,1,"Noun"
"276","creature",8,3.04,0,3,5,2,"Noun"
"277","flight",6,3.48,5,15,4,1,"Noun"
"278","fault",5,3.73,2,9,4,1,"Noun"
"279","dozen",5,3.09,1,1,4,2,"Noun"
"280","pulse",5,3.08,1,3,4,1,"Noun"
"281","shopping",8,3.19,5,9,5,2,"Noun"
"282","gang",4,3.19,8,15,3,1,"Noun"
"283","wolf",4,3.01,2,1,4,1,"Noun"
"284","trash",5,3.06,3,7,4,1,"Noun"
"285","bones",5,3.19,10,18,4,1,"Noun"
"286","mister",6,3.37,5,5,5,2,"Noun"
"287","snow",4,3.2,6,3,3,1,"Noun"
"288","pizza",5,3.23,0,0,5,2,"Noun"
"289","row",3,3.13,17,30,2,1,"Noun"
"290","soup",4,3.11,4,17,3,1,"Noun"
"291","view",4,3.29,2,10,3,1,"Noun"
"292","score",5,3.19,9,8,4,1,"Noun"
"293","knees",5,3.12,1,27,3,1,"Noun"
"294","dust",4,3.09,10,11,4,1,"Noun"
"295","papers",6,3.42,4,5,5,2,"Noun"
"296","panic",5,3.05,2,1,5,2,"Noun"
"297","dogs",4,3.43,8,6,4,1,"Noun"
"298","zone",4,3.01,8,14,3,1,"Noun"
"299","shame",5,3.33,7,17,3,1,"Noun"
"300","word",4,4.08,10,23,3,1,"Noun"
"301","haven",5,4.28,1,5,4,2,"Noun"
"302","copy",4,3.43,4,10,4,2,"Noun"
"303","child",5,3.91,3,6,4,1,"Noun"
"304","times",5,4.05,10,19,4,1,"Noun"
"305","bottom",6,3.41,0,1,5,2,"Noun"
"306","horn",4,3.03,6,18,4,1,"Noun"
"307","part",4,4.13,14,14,4,1,"Noun"
"308","side",4,4.01,10,32,3,1,"Noun"
"309","beast",5,3.1,6,15,4,1,"Noun"
"310","poison",6,3.1,1,1,4,2,"Noun"
"311","season",6,3.21,1,5,4,2,"Noun"
"312","cancer",6,3.06,5,5,5,2,"Noun"
"313","bar",3,3.64,15,26,3,1,"Noun"
"314","roof",4,3.26,7,16,3,1,"Noun"
"315","media",5,3.06,1,1,5,2,"Noun"
"316","fate",4,3.14,17,31,3,1,"Noun"
"317","service",7,3.61,1,3,5,2,"Noun"
"318","years",5,4.46,10,16,4,1,"Noun"
"319","sugar",5,3.28,0,0,4,2,"Noun"
"320","water",5,4.06,6,7,4,2,"Noun"
"321","arrest",6,3.48,0,4,5,2,"Noun"
"322","size",4,3.37,4,31,3,1,"Noun"
"323","card",4,3.64,12,24,4,1,"Noun"
"324","coat",4,3.33,8,26,3,1,"Noun"
"325","cents",5,3.05,3,5,5,1,"Noun"
"326","fellow",6,3.48,5,12,4,2,"Noun"
"327","record",6,3.64,1,0,5,2,"Noun"
"328","damage",6,3.23,0,0,5,2,"Noun"
"329","level",5,3.42,4,7,4,2,"Noun"
"330","cash",4,3.57,12,20,3,1,"Noun"
"331","story",5,4.05,4,5,5,2,"Noun"
"332","food",4,3.9,9,18,3,1,"Noun"
"333","guests",6,3.12,0,9,5,1,"Noun"
"334","clothes",7,3.71,1,14,4,1,"Noun"
"335","gate",4,3.21,16,26,3,1,"Noun"
"336","thoughts",8,3.23,0,0,4,1,"Noun"
"337","speed",5,3.32,2,7,4,1,"Noun"
"338","stuff",5,4.19,4,10,4,1,"Noun"
"339","heart",5,4.1,2,15,4,1,"Noun"
"340","birthday",8,3.7,0,0,5,2,"Noun"
"341","style",5,3.19,2,9,4,1,"Noun"
"342","store",5,3.62,13,10,4,1,"Noun"
"343","bucks",5,3.46,5,12,4,1,"Noun"
"344","horse",5,3.68,6,13,4,1,"Noun"
"345","juice",5,3.14,1,13,3,1,"Noun"
"346","battle",6,3.33,4,13,4,2,"Noun"
"347","crack",5,3.22,6,16,4,1,"Noun"
"348","rights",6,3.18,4,19,4,1,"Noun"
"349","cousin",6,3.4,0,2,4,2,"Noun"
"350","event",5,3.13,0,0,5,2,"Noun"
"351","wave",4,3.04,14,25,3,1,"Noun"
"352","trade",5,3.25,2,12,4,1,"Noun"
"353","license",7,3.21,0,0,5,2,"Noun"
"354","cell",4,3.44,11,25,3,1,"Noun"
"355","case",4,4.16,14,21,3,1,"Noun"
"356","order",5,3.9,1,1,4,2,"Noun"
"357","lesson",6,3.22,2,6,4,2,"Noun"
"358","county",6,3.24,2,4,5,2,"Noun"
"359","pills",5,3.1,9,29,4,1,"Noun"
"360","theory",6,3.16,0,0,5,2,"Noun"
"361","salt",4,3,5,9,4,1,"Noun"
"362","screen",6,3.08,0,3,5,1,"Noun"
"363","pardon",6,3.52,1,3,5,2,"Noun"
"364","window",6,3.64,0,0,5,2,"Noun"
"365","health",6,3.31,2,5,4,1,"Noun"
"366","area",4,3.58,3,3,4,2,"Noun"
"367","road",4,3.76,6,36,3,1,"Noun"
"368","date",4,3.86,17,25,3,1,"Noun"
"369","court",5,3.71,1,19,4,1,"Noun"
"370","fire",4,4.04,13,21,3,1,"Noun"
"371","star",4,3.62,10,8,4,1,"Noun"
"372","death",5,4.04,1,9,3,1,"Noun"
"373","office",6,4.02,0,0,4,2,"Noun"
"374","duck",4,3.1,11,25,3,1,"Noun"
"375","sky",3,3.36,7,4,3,1,"Noun"
"376","names",5,3.44,4,8,4,1,"Noun"
"377","nation",6,3.02,2,3,4,2,"Noun"
"378","jobs",4,3.15,8,13,4,1,"Noun"
"379","air",3,3.85,5,12,2,1,"Noun"
"380","favor",5,3.56,1,8,4,2,"Noun"
"381","lawyer",6,3.61,1,3,4,2,"Noun"
"382","rose",4,3.43,18,35,3,1,"Noun"
"383","journey",7,3.01,1,7,4,2,"Noun"
"384","bear",4,3.47,19,34,3,1,"Noun"
"385","silver",6,3.21,0,1,5,2,"Noun"
"386","hand",4,4.15,9,13,4,1,"Noun"
"387","beef",4,3,6,19,3,1,"Noun"
"388","deal",4,4.12,16,27,3,1,"Noun"
"389","soldier",7,3.3,0,0,5,2,"Noun"
"390","boat",4,3.69,9,31,3,1,"Noun"
"391","harm",4,3.21,6,8,4,1,"Noun"
"392","lady",4,4.04,3,10,4,2,"Noun"
"393","mess",4,3.6,9,21,3,1,"Noun"
"394","kinds",5,3.05,5,5,5,1,"Noun"
"395","bug",3,3.03,17,26,3,1,"Noun"
"396","birth",5,3.15,4,18,3,1,"Noun"
"397","colonel",7,3.69,0,3,4,2,"Noun"
"398","button",6,3.16,1,5,4,2,"Noun"
"399","lover",5,3.13,12,8,4,2,"Noun"
"400","dad",3,4.41,15,22,3,1,"Noun"
"401","print",5,3.01,2,2,5,1,"Noun"
"402","cat",3,3.53,18,32,3,1,"Noun"
"403","house",5,4.42,5,11,3,1,"Noun"
"404","movies",6,3.37,0,1,5,2,"Noun"
"405","message",7,3.67,1,1,5,2,"Noun"
"406","form",4,3.34,10,13,4,1,"Noun"
"407","cable",5,3.04,4,7,4,2,"Noun"
"408","beach",5,3.46,7,21,3,1,"Noun"
"409","bath",4,3.2,11,20,3,1,"Noun"
"410","bowl",4,3.04,9,35,3,1,"Noun"
"411","kid",3,4.24,8,18,3,1,"Noun"
"412","trace",5,3,6,11,4,1,"Noun"
"413","winner",6,3.2,5,9,4,2,"Noun"
"414","actor",5,3.13,0,3,4,2,"Noun"
"415","lips",4,3.2,7,11,4,1,"Noun"
"416","land",4,3.65,11,16,4,1,"Noun"
"417","rent",4,3.25,15,19,4,1,"Noun"
"418","others",6,3.7,1,0,4,2,"Noun"
"419","marriage",8,3.59,1,1,5,2,"Noun"
"420","color",5,3.3,1,9,4,2,"Noun"
"421","nights",6,3.24,4,16,4,1,"Noun"
"422","thief",5,3.09,1,8,3,1,"Noun"
"423","code",4,3.43,14,30,3,1,"Noun"
"424","marks",5,3.05,5,9,5,1,"Noun"
"425","duke",4,3.11,7,17,3,1,"Noun"
"426","brains",6,3.15,5,10,5,1,"Noun"
"427","coffee",6,3.87,2,3,4,2,"Noun"
"428","finger",6,3.27,6,1,5,2,"Noun"
"429","stock",5,3.11,6,10,4,1,"Noun"
"430","nose",4,3.55,12,25,3,1,"Noun"
"431","doll",4,3.1,11,13,3,1,"Noun"
"432","danger",6,3.35,5,2,5,2,"Noun"
"433","devil",5,3.32,0,3,4,2,"Noun"
"434","breath",6,3.36,2,4,4,1,"Noun"
"435","bank",4,3.64,16,13,4,1,"Noun"
"436","theater",7,3.09,0,0,5,2,"Noun"
"437","folks",5,3.59,2,9,4,1,"Noun"
"438","file",4,3.35,14,29,3,1,"Noun"
"439","pig",3,3.3,12,20,3,1,"Noun"
"440","rush",4,3.2,13,14,3,1,"Noun"
"441","flesh",5,3.05,3,8,4,1,"Noun"
"442","shoulder",8,3.13,1,5,5,2,"Noun"
"443","nerve",5,3.07,3,6,3,1,"Noun"
"444","ones",4,3.71,3,15,4,1,"Noun"
"445","cooking",7,3.12,5,4,5,2,"Noun"
"446","bus",3,3.58,8,20,3,1,"Noun"
"447","meeting",7,3.83,1,12,5,2,"Noun"
"448","punk",4,3.05,11,10,4,1,"Noun"
"449","couple",6,4.06,0,4,4,2,"Noun"
"450","ships",5,3,7,11,4,1,"Noun"
"451","papa",4,3.34,1,5,4,2,"Noun"
"452","fishing",7,3.08,1,4,5,2,"Noun"
"453","bags",4,3.16,12,11,4,1,"Noun"
"454","affair",6,3.18,0,3,4,2,"Noun"
"455","purpose",7,3.25,0,1,5,2,"Noun"
"456","desire",6,3.01,0,1,5,2,"Noun"
"457","doors",5,3.24,4,20,4,1,"Noun"
"458","hills",5,3.01,8,25,4,1,"Noun"
"459","brother",7,4.16,1,1,5,2,"Noun"
"460","base",4,3.26,14,21,3,1,"Noun"
"461","gods",4,3.04,5,9,4,1,"Noun"
"462","couch",5,3.08,6,7,3,1,"Noun"
