"","Word","Length","LgSUBTLWF","Ortho_N","Phono_N","NPhon","NSyll","Dom_PoS_SUBTLEX"
"36","pieces",6,3.25,2,7,5,2,"Noun"
"64","cake",4,3.36,18,24,3,1,"Noun"
"250","club",4,3.7,1,3,4,1,"Noun"
"72","skin",4,3.35,8,10,4,1,"Noun"
"431","doll",4,3.1,11,13,3,1,"Noun"
"376","names",5,3.44,4,8,4,1,"Noun"
"183","station",7,3.61,0,0,5,2,"Noun"
"392","lady",4,4.04,3,10,4,2,"Noun"
"311","season",6,3.21,1,5,4,2,"Noun"
"175","pot",3,3.06,17,30,3,1,"Noun"
"350","event",5,3.13,0,0,5,2,"Noun"
"365","health",6,3.31,2,5,4,1,"Noun"
"329","level",5,3.42,4,7,4,2,"Noun"
"315","media",5,3.06,1,1,5,2,"Noun"
"129","pounds",6,3.2,6,7,5,1,"Noun"
"359","pills",5,3.1,9,29,4,1,"Noun"
"153","cheese",6,3.3,0,24,3,1,"Noun"
"253","trouble",7,4.06,0,3,5,2,"Noun"
"403","house",5,4.42,5,11,3,1,"Noun"
"370","fire",4,4.04,13,21,3,1,"Noun"
"97","crew",4,3.38,5,13,3,1,"Noun"
"255","lines",5,3.29,16,23,4,1,"Noun"
"276","creature",8,3.04,0,3,5,2,"Noun"
