"","Word","Length","LgSUBTLWF","Ortho_N","Phono_N","NPhon","NSyll","Dom_PoS_SUBTLEX"
"88","below",5,3.16,0,12,4,2,"Adverb"
"89","swing",5,3.12,6,16,4,1,"Verb"
"90","gay",3,3.48,17,20,2,1,"Adjective"
"91","do",2,5.5,7,30,2,1,"Verb"
"92","old",3,4.49,1,2,3,1,"Adjective"
"93","made",4,4.46,12,30,3,1,"Verb"
"94","spread",6,3.2,0,1,5,1,"Verb"
"95","white",5,3.94,3,8,4,1,"Adjective"
"96","written",7,3.35,0,8,4,2,"Verb"
"97","simple",6,3.66,5,5,5,2,"Adjective"
"98","stick",5,3.69,6,14,4,1,"Verb"
"99","free",4,3.96,4,11,3,1,"Adjective"
"100","know",4,5.47,4,33,2,1,"Verb"
"101","prefer",6,3.23,0,0,5,2,"Verb"
"102","teach",5,3.57,4,16,3,1,"Verb"
"103","proud",5,3.63,0,8,4,1,"Adjective"
"104","open",4,4.21,3,4,4,2,"Verb"
"105","my",2,5.54,4,31,2,1,"Pronoun"
"106","freeze",6,3.22,2,14,4,1,"Verb"
"107","burned",6,3.16,3,13,4,1,"Verb"
"108","dirty",5,3.53,1,9,4,2,"Adjective"
"109","join",4,3.63,3,9,3,1,"Verb"
"110","who",3,5.05,2,38,2,1,"Pronoun"
"111","few",3,4.19,10,12,3,1,"Determiner"
"112","lower",5,3.15,10,15,3,1,"Adjective"
"113","afford",6,3.36,0,4,5,2,"Verb"
"114","checked",7,3.38,1,9,4,1,"Verb"
"115","pray",4,3.27,7,11,3,1,"Verb"
"116","much",4,4.7,4,16,3,1,"Determiner"
"117","ready",5,4.3,4,14,4,2,"Adjective"
"118","ate",3,3.24,9,17,2,1,"Verb"
"119","skip",4,3.03,8,9,4,1,"Verb"
"120","six",3,4.01,11,19,4,1,"Number"
"121","swim",4,3.21,6,11,4,1,"Verb"
"122","say",3,4.92,25,29,2,1,"Verb"
"123","either",6,3.97,3,3,3,2,"Adverb"
"124","jealous",7,3.29,1,1,5,2,"Adjective"
"125","need",4,4.82,7,25,3,1,"Verb"
"126","ten",3,3.87,16,24,3,1,"Number"
"127","set",3,4.07,18,27,3,1,"Verb"
"128","bust",4,3.15,14,18,4,1,"Verb"
"129","clever",6,3.14,1,2,5,2,"Adjective"
"130","selling",7,3.28,5,8,5,2,"Verb"
"131","ought",5,3.61,1,14,2,1,"Verb"
"132","three",5,4.44,1,9,3,1,"Number"
"133","settle",6,3.33,4,13,4,2,"Verb"
"134","piss",4,3.08,10,24,3,1,"Verb"
"135","hurry",5,3.95,3,6,4,2,"Verb"
"136","hide",4,3.55,10,32,3,1,"Verb"
"137","not",3,5.44,15,29,3,1,"Not"
"138","legal",5,3.26,1,1,5,2,"Adjective"
"139","slept",5,3.26,2,6,5,1,"Verb"
"140","from",4,5.02,2,4,4,1,"Preposition"
"141","of",2,5.77,8,5,2,1,"Preposition"
"142","golden",6,3.07,0,0,5,2,"Adjective"
"143","get",3,5.37,14,18,3,1,"Verb"
"144","deserve",7,3.35,1,2,5,2,"Verb"
"145","told",4,4.55,10,16,4,1,"Verb"
"146","never",5,4.84,4,3,4,2,"Adverb"
"147","bloody",6,3.29,2,0,5,2,"Adjective"
"148","dean",4,3.3,9,26,3,1,"Name"
"149","tired",5,3.76,8,10,4,1,"Adjective"
"150","armed",5,3.07,1,4,4,1,"Adjective"
"151","male",4,3.24,23,46,3,1,"Adjective"
"152","draw",4,3.31,5,2,3,1,"Verb"
"153","why",3,5.06,5,3,3,1,"Adverb"
"154","fought",6,3.13,3,22,3,1,"Verb"
"155","scream",6,3.13,1,4,5,1,"Verb"
"156","far",3,4.05,16,17,3,1,"Adverb"
"157","just",4,5.38,8,10,4,1,"Adverb"
"158","outside",7,3.94,2,2,5,2,"Adverb"
"159","spend",5,3.68,3,8,5,1,"Verb"
"160","we",2,5.66,4,23,2,1,"Pronoun"
"161","seems",5,3.93,6,12,4,1,"Verb"
"162","loving",6,3.11,4,3,5,2,"Verb"
"163","travel",6,3.23,1,1,5,2,"Verb"
"164","led",3,3.09,11,25,3,1,"Verb"
"165","whom",4,3.25,3,24,3,1,"Pronoun"
"166","royal",5,3.07,1,3,4,1,"Adjective"
"167","ahead",5,4,0,1,4,2,"Adverb"
"168","liked",5,3.6,4,9,4,1,"Verb"
"169","worst",5,3.46,1,12,4,1,"Adjective"
"170","smoke",5,3.52,4,6,4,1,"Verb"
"171","robin",5,3.1,1,3,5,2,"Name"
"172","lying",5,3.65,3,7,4,2,"Verb"
"173","fly",3,3.64,4,13,3,1,"Verb"
"174","answer",6,3.95,0,0,4,2,"Verb"
"175","quite",5,4.01,3,4,4,1,"Adverb"
"176","born",4,3.63,11,17,4,1,"Verb"
"177","caught",6,3.68,2,23,3,1,"Verb"
"178","better",6,4.61,7,16,4,2,"Adverb"
"179","which",5,4.39,0,7,4,1,"Determiner"
"180","assure",6,3.01,1,4,4,2,"Verb"
"181","ill",3,3.04,2,20,2,1,"Name"
"182","finish",6,3.7,0,2,5,2,"Verb"
"183","bud",3,3.26,13,25,3,1,"Name"
"184","allowed",7,3.36,1,4,4,2,"Verb"
"185","become",6,3.77,1,2,5,2,"Verb"
"186","began",5,3.22,3,3,5,2,"Verb"
"187","walk",4,4.04,5,15,3,1,"Verb"
"188","pack",4,3.35,16,35,3,1,"Verb"
"189","later",5,4.17,7,21,4,2,"Adverb"
"190","eve",3,3.16,3,6,2,1,"Name"
"191","great",5,4.62,3,19,4,1,"Adjective"
"192","tight",5,3.41,7,34,3,1,"Adverb"
"193","rare",4,3.04,16,31,3,1,"Adjective"
"194","quit",4,3.66,3,8,4,1,"Verb"
"195","dark",4,3.66,9,8,4,1,"Adjective"
"196","dig",3,3.37,14,19,3,1,"Verb"
"197","pure",4,3.1,9,1,4,1,"Adjective"
"198","safe",4,3.86,8,12,3,1,"Adjective"
"199","them",4,4.96,5,6,3,1,"Pronoun"
"200","sat",3,3.16,20,31,3,1,"Verb"
"201","touch",5,3.88,4,12,3,1,"Verb"
"202","swear",5,3.65,4,10,4,1,"Verb"
"203","enter",5,3.18,1,2,4,2,"Verb"
"204","manage",6,3.04,0,0,5,2,"Verb"
"205","clear",5,3.94,2,8,4,1,"Adjective"
"206","thou",4,3.06,2,15,2,1,"Pronoun"
"207","fine",4,4.48,16,27,3,1,"Adjective"
"208","rob",3,3.08,15,17,3,1,"Verb"
"209","hate",4,4.04,16,26,3,1,"Verb"
"210","sound",5,3.86,7,13,4,1,"Verb"
"211","argue",5,3,0,0,5,2,"Verb"
"212","within",6,3.48,0,1,5,2,"Preposition"
"213","helps",5,3.04,2,3,5,1,"Verb"
"214","lovely",6,3.69,2,1,5,2,"Adjective"
"215","rough",5,3.28,5,19,3,1,"Adjective"
"216","cool",4,4,9,21,3,1,"Adjective"
